timestamp,user_id,flex_1,flex_2,flex_3,flex_4,flex_5,Qw,Qx,Qy,Qz,GYRx,GYRy,GYRz,ACCx,ACCy,ACCz,ACCx_body,ACCy_body,ACCz_body,ACCx_world,ACCy_world,ACCz_world
1617019354.2990263,006,61.0,8.0,-11.0,73.0,42.0,0.698242,0.162476,-0.697144,-0.000854,0.007634,0.0,0.0,9.444702,2.043262,-0.594556,-0.093311,-0.191406,-0.350513,0.381616,-0.080151,-0.12561
1617019354.3088787,006,61.0,10.0,-11.0,73.0,42.0,0.698242,0.162598,-0.697144,-0.00061,0.015267,0.007634,0.0,9.426758,2.100684,-0.557471,-0.111255,-0.132788,-0.312231,0.330176,-0.028711,-0.130396
1617019354.3189456,006,59.0,7.0,-10.0,73.0,42.0,0.698242,0.16272,-0.697144,-0.00061,-0.007634,0.0,-0.007634,9.365747,2.198779,-0.497656,-0.172266,-0.035889,-0.252417,0.248828,0.062207,-0.168677
1617019354.3288732,006,59.0,9.0,-8.0,72.0,42.0,0.698181,0.162598,-0.697205,-0.000916,-0.030534,-0.007634,0.0,9.370532,2.247827,-0.436646,-0.166284,0.00957,-0.19021,0.178247,0.089722,-0.154321
1617019354.3389962,006,60.0,9.0,-11.0,73.0,42.0,0.698181,0.162231,-0.697266,-0.001282,-0.038168,-0.007634,0.0,9.400439,2.231079,-0.409131,-0.136377,-0.005981,-0.162695,0.155518,0.061011,-0.129199
1617019354.3491518,006,58.0,9.0,-10.0,73.0,42.0,0.698303,0.161865,-0.697266,-0.001587,-0.030534,0.0,-0.007634,9.456665,2.150928,-0.419897,-0.081348,-0.086133,-0.177051,0.189014,-0.022729,-0.093311
1617019354.358964,006,61.0,9.0,-10.0,72.0,42.0,0.698425,0.161743,-0.697205,-0.001587,-0.007634,0.015267,-0.007634,9.494946,2.085132,-0.437842,-0.043066,-0.149536,-0.197388,0.223706,-0.087329,-0.070581
1617019354.3688774,006,60.0,8.0,-10.0,74.0,42.0,0.698608,0.161926,-0.69696,-0.001465,0.007634,0.022901,-0.015267,9.460254,2.092309,-0.425879,-0.077759,-0.144751,-0.191406,0.216528,-0.075366,-0.104077
1617019354.3789432,006,59.0,11.0,-10.0,73.0,43.0,0.698792,0.162292,-0.696716,-0.001343,0.015267,0.015267,-0.015267,9.384888,2.150928,-0.399561,-0.153125,-0.089722,-0.168677,0.179443,-0.011963,-0.165088
1617019354.3890965,006,58.0,8.0,-8.0,74.0,42.0,0.698792,0.162598,-0.696594,-0.001404,0.007634,0.0,-0.015267,9.286792,2.189209,-0.385205,-0.248828,-0.056226,-0.155518,0.156714,0.038281,-0.251221
1617019354.398812,006,61.0,9.0,-12.0,75.0,45.0,0.698608,0.162842,-0.696716,-0.001465,0.0,-0.022901,-0.015267,9.216211,2.221509,-0.366064,-0.318213,-0.027515,-0.131592,0.124414,0.075366,-0.312231
1617019354.4089754,006,61.0,9.0,-10.0,73.0,43.0,0.698303,0.163025,-0.697021,-0.001709,-0.007634,-0.038168,-0.015267,9.226977,2.260986,-0.336157,-0.307446,0.005981,-0.092114,0.078955,0.096899,-0.294287
1617019354.4189732,006,63.0,9.0,-10.0,73.0,43.0,0.697937,0.163025,-0.697388,-0.002014,-0.015267,-0.038168,-0.015267,9.323877,2.262183,-0.346924,-0.209351,0.003589,-0.093311,0.08374,0.071777,-0.19978
1617019354.4288213,006,60.0,9.0,-15.0,75.0,42.0,0.697693,0.162964,-0.697632,-0.002197,-0.015267,-0.022901,-0.007634,9.457861,2.25022,-0.379224,-0.07417,-0.007178,-0.119629,0.11604,0.037085,-0.070581
1617019354.4389527,006,62.0,10.0,-4.0,73.0,43.0,0.697632,0.162842,-0.697693,-0.002197,-0.007634,0.007634,0.0,9.554761,2.244238,-0.419897,0.021533,-0.011963,-0.159106,0.15791,0.019141,0.021533
1617019354.4489372,006,60.0,10.0,-12.0,74.0,42.0,0.697876,0.162781,-0.69751,-0.002136,-0.007634,0.022901,0.0,9.543994,2.232275,-0.48689,0.00957,-0.022729,-0.23208,0.230884,0.027515,0.00957
1617019354.4588888,006,59.0,9.0,-11.0,73.0,42.0,0.698059,0.162781,-0.697266,-0.002014,0.0,0.022901,0.0,9.457861,2.240649,-0.534741,-0.075366,-0.013159,-0.285913,0.278735,0.068188,-0.068188
1617019354.4688401,006,60.0,7.0,-10.0,70.0,42.0,0.698181,0.162842,-0.697144,-0.002075,-0.007634,0.015267,-0.007634,9.352588,2.28252,-0.564648,-0.18064,0.025122,-0.318213,0.299072,0.136377,-0.161499
1617019354.47817,006,61.0,8.0,-10.0,73.0,42.0,0.698181,0.162842,-0.697144,-0.002197,-0.015267,0.0,-0.007634,9.277222,2.264575,-0.596948,-0.25481,0.005981,-0.350513,0.332568,0.142358,-0.236865
1617019354.4882212,006,60.0,9.0,-8.0,73.0,43.0,0.697998,0.162781,-0.697327,-0.002319,-0.007634,-0.015267,-0.007634,9.26167,2.192798,-0.628052,-0.270361,-0.065796,-0.376831,0.373242,0.08374,-0.267969
1617019354.4990005,006,61.0,9.0,-10.0,74.0,43.0,0.697815,0.162781,-0.69751,-0.002258,0.0,-0.007634,-0.007634,9.346606,2.147339,-0.586182,-0.185425,-0.108862,-0.330176,0.340942,0.013159,-0.196191
1617019354.5091774,006,61.0,10.0,-9.0,72.0,44.0,0.697815,0.162842,-0.69751,-0.002197,0.0,0.007634,-0.007634,9.480591,2.165283,-0.503638,-0.05144,-0.090918,-0.247632,0.259595,-0.017944,-0.063403
