timestamp,user_id,flex_1,flex_2,flex_3,flex_4,flex_5,Qw,Qx,Qy,Qz,GYRx,GYRy,GYRz,ACCx,ACCy,ACCz,ACCx_body,ACCy_body,ACCz_body,ACCx_world,ACCy_world,ACCz_world
1617452143.8548925,007,-26.0,-22.0,-31.0,-29.0,-23.0,0.68988,-0.077454,-0.719543,0.016724,0.0,-0.007634,0.0,9.371729,-1.2896,-0.576611,-0.331372,-0.005981,-0.110059,0.120825,-0.058618,-0.321802
1617452143.864951,007,-25.0,-25.0,-28.0,-25.0,-24.0,0.68988,-0.077393,-0.719543,0.016907,0.007634,0.0,0.0,9.378906,-1.295581,-0.574219,-0.324194,-0.00957,-0.107666,0.117236,-0.061011,-0.314624
1617452143.8747826,007,-26.0,-24.0,-28.0,-28.0,-6.0,0.689941,-0.077271,-0.719482,0.017151,0.015267,0.0,0.0,9.359766,-1.26687,-0.571826,-0.343335,0.019141,-0.107666,0.120825,-0.035889,-0.337354
1617452143.8848202,007,-25.0,-22.0,-29.0,-27.0,-15.0,0.690002,-0.077148,-0.719482,0.017273,0.007634,0.0,0.0,9.314306,-1.209448,-0.573022,-0.388794,0.076563,-0.110059,0.129199,0.013159,-0.388794
1617452143.8949869,007,-26.0,-25.0,-28.0,-29.0,-19.0,0.68988,-0.077087,-0.719604,0.017273,-0.007634,-0.007634,0.0,9.277222,-1.156811,-0.57063,-0.425879,0.128003,-0.104077,0.129199,0.059814,-0.433057
1617452143.9047847,007,-26.0,-23.0,-28.0,-26.0,-24.0,0.689758,-0.077209,-0.719727,0.01709,-0.022901,-0.015267,0.0,9.282007,-1.134082,-0.559863,-0.42229,0.150732,-0.089722,0.117236,0.08374,-0.433057
1617452143.9147172,007,-26.0,-23.0,-28.0,-28.0,-25.0,0.689514,-0.077454,-0.71991,0.016846,-0.030534,-0.022901,0.0,9.321485,-1.154419,-0.544312,-0.381616,0.129199,-0.068188,0.093311,0.069385,-0.391187
1617452143.924756,007,-26.0,-24.0,-28.0,-29.0,-23.0,0.689331,-0.077759,-0.720093,0.016663,-0.022901,-0.015267,0.0,9.356176,-1.214233,-0.557471,-0.346924,0.070581,-0.075366,0.093311,0.015552,-0.34812
1617452143.9348135,007,-26.0,-24.0,-29.0,-30.0,-27.0,0.689148,-0.078003,-0.720276,0.016602,-0.015267,-0.015267,0.0,9.375318,-1.287207,-0.575415,-0.327783,0.0,-0.088525,0.100488,-0.05144,-0.319409
1617452143.9449549,007,-26.0,-23.0,-28.0,-26.0,-24.0,0.688965,-0.078064,-0.720398,0.016724,0.0,-0.015267,0.0,9.375318,-1.31831,-0.568237,-0.326587,-0.027515,-0.076563,0.086133,-0.077759,-0.31582
1617452143.9547539,007,-26.0,-23.0,-32.0,-28.0,-27.0,0.688843,-0.077942,-0.72052,0.016846,0.007634,-0.015267,-0.007634,9.381299,-1.311133,-0.533545,-0.320605,-0.020337,-0.038281,0.047852,-0.065796,-0.312231
1617452143.964958,007,-27.0,-25.0,-28.0,-29.0,-24.0,0.688782,-0.07782,-0.720581,0.016968,0.007634,-0.007634,0.0,9.389673,-1.2896,-0.498853,-0.312231,0.0,-0.002393,0.014355,-0.04187,-0.308643
1617452143.9749036,007,-25.0,-24.0,-28.0,-25.0,-23.0,0.688782,-0.077698,-0.720581,0.017151,0.007634,-0.007634,0.0,9.371729,-1.246533,-0.478516,-0.328979,0.044263,0.016748,0.0,0.0,-0.331372
1617452143.9848328,007,-26.0,-23.0,-28.0,-28.0,-25.0,0.688782,-0.077698,-0.720581,0.017334,0.007634,-0.007634,0.007634,9.326269,-1.217822,-0.488086,-0.374438,0.075366,0.007178,0.013159,0.023926,-0.38042
1617452143.9947033,007,-25.0,-22.0,-28.0,-28.0,-24.0,0.68866,-0.077698,-0.720703,0.017517,0.0,-0.015267,0.007634,9.265259,-1.201074,-0.534741,-0.435449,0.094507,-0.035889,0.061011,0.029907,-0.441431
1617452144.005006,007,-25.0,-21.0,-28.0,-28.0,-23.0,0.688477,-0.077759,-0.720886,0.0177,0.0,-0.022901,0.007634,9.223389,-1.179541,-0.573022,-0.477319,0.119629,-0.068188,0.096899,0.046655,-0.484497
1617452144.014918,007,-25.0,-23.0,-30.0,-28.0,-25.0,0.688171,-0.07782,-0.721191,0.017822,-0.007634,-0.030534,0.007634,9.218603,-1.174756,-0.600537,-0.480908,0.126807,-0.087329,0.117236,0.05144,-0.488086
1617452144.0246608,007,-26.0,-25.0,-30.0,-26.0,-23.0,0.687805,-0.078003,-0.721497,0.017822,-0.015267,-0.030534,0.0,9.2521,-1.169971,-0.600537,-0.446216,0.132788,-0.077759,0.107666,0.063403,-0.45459
1617452144.0347657,007,-25.0,-23.0,-28.0,-28.0,-27.0,0.6875,-0.078247,-0.721741,0.017639,-0.022901,-0.022901,0.0,9.28081,-1.186719,-0.60293,-0.417505,0.11604,-0.072974,0.100488,0.050244,-0.423486
1617452144.0448906,007,-26.0,-24.0,-30.0,-28.0,-24.0,0.687317,-0.078613,-0.721924,0.017395,-0.030534,-0.015267,0.0,9.321485,-1.240552,-0.604126,-0.376831,0.0646,-0.068188,0.089722,0.005981,-0.376831
1617452144.0546541,007,-24.0,-24.0,-30.0,-26.0,-17.0,0.687195,-0.078918,-0.721985,0.017334,-0.022901,-0.007634,0.007634,9.365747,-1.313525,-0.618481,-0.331372,-0.004785,-0.078955,0.092114,-0.056226,-0.321802
1617452144.0649085,007,-24.0,-25.0,-28.0,-28.0,-25.0,0.687134,-0.079224,-0.721985,0.017395,-0.007634,0.0,0.007634,9.360962,-1.339844,-0.660352,-0.334961,-0.026318,-0.119629,0.130396,-0.081348,-0.320605
1617452144.074679,007,-25.0,-24.0,-30.0,-27.0,-23.0,0.687012,-0.079407,-0.722046,0.017578,0.0,-0.007634,0.007634,9.334643,-1.306348,-0.685474,-0.360083,0.010767,-0.142358,0.15791,-0.050244,-0.349316
1617452144.0847402,007,-25.0,-25.0,-30.0,-28.0,-24.0,0.686951,-0.079529,-0.722168,0.0177,-0.007634,-0.007634,0.007634,9.289185,-1.223804,-0.695044,-0.405542,0.096899,-0.149536,0.174658,0.026318,-0.405542
1617452144.0940566,007,-26.0,-23.0,-29.0,-29.0,-29.0,0.686707,-0.079834,-0.722351,0.017578,-0.022901,-0.015267,0.007634,9.264063,-1.172363,-0.692651,-0.430664,0.150732,-0.139966,0.171069,0.076563,-0.437842
1617452144.1048028,007,-26.0,-25.0,-31.0,-26.0,-27.0,0.686401,-0.080322,-0.722595,0.017273,-0.045802,-0.022901,0.007634,9.268847,-1.18313,-0.685474,-0.424683,0.141162,-0.124414,0.155518,0.068188,-0.43186
1617452144.11471,007,-27.0,-23.0,-31.0,-29.0,-25.0,0.686035,-0.080994,-0.7229,0.016907,-0.053435,-0.030534,0.007634,9.304736,-1.222607,-0.666333,-0.387598,0.105273,-0.095703,0.122021,0.040674,-0.391187
1617452144.1247823,007,-26.0,-25.0,-31.0,-28.0,-25.0,0.685669,-0.081726,-0.723083,0.016541,-0.053435,-0.022901,0.007634,9.37771,-1.288403,-0.640015,-0.312231,0.044263,-0.059814,0.077759,-0.004785,-0.311035
1617452144.1346354,007,-23.0,-24.0,-28.0,-28.0,-26.0,0.685486,-0.082458,-0.723267,0.016174,-0.053435,-0.015267,0.007634,9.420776,-1.35061,-0.653174,-0.270361,-0.013159,-0.066992,0.077759,-0.056226,-0.260791
1617452144.1448956,007,-27.0,-23.0,-30.0,-29.0,-24.0,0.685303,-0.083069,-0.723328,0.015991,-0.038168,-0.007634,0.007634,9.407618,-1.408032,-0.667529,-0.281128,-0.0646,-0.076563,0.082544,-0.110059,-0.26438
1617452144.1547618,007,-26.0,-23.0,-30.0,-30.0,-24.0,0.685181,-0.083496,-0.723389,0.015869,-0.022901,-0.007634,0.0,9.320288,-1.390088,-0.693848,-0.368457,-0.043066,-0.100488,0.112451,-0.104077,-0.351709
1617452144.1649213,007,-26.0,-24.0,-30.0,-26.0,-23.0,0.684937,-0.08374,-0.723633,0.015625,-0.030534,-0.022901,0.0,9.230566,-1.300366,-0.661548,-0.458179,0.044263,-0.061011,0.086133,-0.026318,-0.45459
1617452144.1740289,007,-26.0,-22.0,-26.0,-25.0,-24.0,0.68457,-0.084045,-0.723938,0.015137,-0.045802,-0.038168,-0.007634,9.171948,-1.172363,-0.626855,-0.515601,0.169873,-0.015552,0.057422,0.092114,-0.531152
1617452144.1841042,007,-26.0,-25.0,-30.0,-29.0,-27.0,0.68396,-0.084595,-0.724487,0.014221,-0.083969,-0.053435,-0.007634,9.087011,-1.028809,-0.584985,-0.600537,0.30625,0.04187,0.019141,0.220117,-0.637622
1617452144.194043,007,-26.0,-25.0,-28.0,-27.0,-25.0,0.683167,-0.085571,-0.725159,0.012939,-0.114504,-0.068702,0.0,9.043945,-0.96062,-0.581396,-0.643604,0.368457,0.068188,0.004785,0.277539,-0.690259
1617452144.2040284,007,-26.0,-27.0,-30.0,-27.0,-24.0,0.682129,-0.086975,-0.725952,0.011475,-0.137405,-0.076336,0.0,9.101367,-1.012061,-0.574219,-0.583789,0.313428,0.102881,-0.034692,0.235669,-0.625659
1617452144.2148366,007,-25.0,-23.0,-27.0,-25.0,-23.0,0.681091,-0.088684,-0.726746,0.010071,-0.145038,-0.076336,0.007634,9.228174,-1.138867,-0.606519,-0.455786,0.187817,0.099292,-0.050244,0.129199,-0.482104
1617452144.2242155,007,-24.0,-24.0,-29.0,-25.0,-24.0,0.680237,-0.090393,-0.727356,0.00885,-0.137405,-0.061069,0.015267,9.328662,-1.190308,-0.666333,-0.352905,0.139966,0.062207,-0.023926,0.093311,-0.372046
1617452144.233986,007,-29.0,-25.0,-29.0,-28.0,-24.0,0.679382,-0.092224,-0.727905,0.007568,-0.145038,-0.045802,0.022901,9.348999,-1.144849,-0.741699,-0.328979,0.19021,0.00957,0.033496,0.139966,-0.350513
1617452144.2439158,007,-26.0,-25.0,-32.0,-28.0,-24.0,0.678589,-0.094116,-0.728394,0.00592,-0.167939,-0.038168,0.015267,9.276026,-1.064697,-0.846973,-0.400757,0.271558,-0.072974,0.131592,0.19978,-0.425879
1617452144.2540681,007,-25.0,-23.0,-27.0,-28.0,-24.0,0.677734,-0.09613,-0.729004,0.003845,-0.19084,-0.045802,0.007634,9.180323,-1.001294,-0.939087,-0.495264,0.330176,-0.141162,0.214136,0.234473,-0.521582
1617452144.264055,007,-25.0,-27.0,-27.0,-29.0,-23.0,0.676819,-0.098267,-0.729614,0.001465,-0.21374,-0.045802,-0.007634,9.152807,-1.096997,-1.004883,-0.522778,0.227295,-0.181836,0.245239,0.122021,-0.531152
1617452144.274226,007,-26.0,-28.0,-26.0,-26.0,-24.0,0.675781,-0.100586,-0.730225,-0.000671,-0.198473,-0.053435,0.0,9.11333,-1.319507,-1.09939,-0.559863,0.002393,-0.250024,0.283521,-0.112451,-0.531152
1617452144.2847042,007,-26.0,-23.0,-30.0,-29.0,-23.0,0.674744,-0.102539,-0.730896,-0.00238,-0.167939,-0.061069,-0.007634,9.02959,-1.376929,-1.136475,-0.641211,-0.053833,-0.259595,0.290698,-0.183032,-0.601733
