timestamp,user_id,flex_1,flex_2,flex_3,flex_4,flex_5,Qw,Qx,Qy,Qz,GYRx,GYRy,GYRz,ACCx,ACCy,ACCz,ACCx_body,ACCy_body,ACCz_body,ACCx_world,ACCy_world,ACCz_world
1621494506.41646,023,-57.0,26.0,31.0,1.0,15.0,0.641968,0.143066,-0.753174,0.012024,-0.007634,-0.007634,-0.007634,9.393262,1.575513,-1.819556,-0.117236,-0.046655,-0.099292,0.122021,-0.001196,-0.102881
1621494506.4264238,023,-58.0,26.0,31.0,-4.0,15.0,0.641968,0.143127,-0.753174,0.011963,-0.007634,0.0,-0.007634,9.396851,1.575513,-1.818359,-0.112451,-0.047852,-0.098096,0.119629,-0.002393,-0.099292
1621494506.4363825,023,-56.0,26.0,33.0,-8.0,15.0,0.642029,0.143188,-0.753052,0.011841,-0.007634,0.007634,-0.015267,9.395655,1.588672,-1.788452,-0.113647,-0.038281,-0.070581,0.092114,0.0,-0.104077
1621494506.4463954,023,-55.0,26.0,32.0,-5.0,21.0,0.642212,0.14325,-0.75293,0.011719,-0.007634,0.007634,-0.015267,9.371729,1.59585,-1.784863,-0.137573,-0.033496,-0.070581,0.093311,0.00957,-0.12561
1621494506.4565382,023,-57.0,26.0,31.0,-1.0,16.0,0.642273,0.143311,-0.752869,0.011536,-0.007634,0.007634,-0.015267,9.34541,1.581494,-1.787256,-0.163892,-0.05144,-0.07417,0.105273,-0.001196,-0.154321
1621494506.4663053,023,-57.0,25.0,33.0,-4.0,15.0,0.642273,0.143433,-0.752808,0.011475,0.0,0.0,-0.015267,9.314306,1.562353,-1.802808,-0.193799,-0.072974,-0.090918,0.129199,-0.011963,-0.184229
1621494506.476675,023,-59.0,26.0,31.0,-4.0,11.0,0.642212,0.143555,-0.752869,0.011536,0.007634,-0.007634,-0.007634,9.301147,1.555176,-1.81477,-0.206958,-0.081348,-0.100488,0.142358,-0.015552,-0.196191
1621494506.4863007,023,-56.0,27.0,45.0,-4.0,11.0,0.64209,0.143738,-0.752991,0.011658,0.007634,-0.007634,-0.007634,9.323877,1.57312,-1.8052,-0.184229,-0.063403,-0.087329,0.123218,-0.005981,-0.173462
1621494506.4965353,023,-56.0,26.0,32.0,-4.0,12.0,0.641968,0.143921,-0.752991,0.01178,0.015267,-0.007634,-0.007634,9.344213,1.604224,-1.801611,-0.162695,-0.0323,-0.081348,0.107666,0.017944,-0.14834
1621494506.5062182,023,-57.0,26.0,33.0,-6.0,17.0,0.641907,0.144165,-0.753052,0.011902,0.007634,-0.007634,-0.007634,9.353785,1.626953,-1.796826,-0.153125,-0.010767,-0.07417,0.094507,0.034692,-0.136377
1621494506.5162997,023,-56.0,26.0,34.0,-2.0,14.0,0.641785,0.144287,-0.753052,0.012024,0.007634,-0.007634,-0.007634,9.366943,1.636523,-1.804004,-0.13877,0.0,-0.080151,0.095703,0.044263,-0.119629
1621494506.5265088,023,-55.0,25.0,32.0,0.0,11.0,0.641724,0.14447,-0.753113,0.012085,0.007634,-0.007634,-0.007634,9.375318,1.65686,-1.807593,-0.130396,0.017944,-0.081348,0.090918,0.059814,-0.108862
1621494506.5364432,023,-55.0,26.0,31.0,-4.0,15.0,0.641663,0.144592,-0.753113,0.012146,0.0,-0.007634,-0.007634,9.388476,1.65686,-1.812378,-0.117236,0.016748,-0.084937,0.093311,0.056226,-0.095703
1621494506.5462341,023,-56.0,25.0,32.0,-4.0,16.0,0.641663,0.144653,-0.753113,0.012207,0.0,0.0,-0.007634,9.394458,1.652075,-1.820752,-0.111255,0.011963,-0.093311,0.101685,0.052637,-0.088525
1621494506.5564327,023,-58.0,26.0,31.0,-5.0,11.0,0.641602,0.144714,-0.753113,0.012207,0.0,0.0,-0.007634,9.400439,1.664038,-1.818359,-0.104077,0.023926,-0.089722,0.094507,0.062207,-0.080151
1621494506.5663683,023,-55.0,26.0,34.0,-4.0,13.0,0.641663,0.144714,-0.753113,0.012146,-0.007634,0.0,-0.007634,9.404028,1.666431,-1.820752,-0.101685,0.025122,-0.093311,0.096899,0.063403,-0.077759
1621494506.5762343,023,-60.0,26.0,34.0,-3.0,13.0,0.641785,0.144653,-0.753052,0.012024,-0.015267,0.007634,-0.007634,9.390869,1.641309,-1.830322,-0.114844,0.0,-0.105273,0.11604,0.044263,-0.092114
1621494506.5862722,023,-57.0,26.0,30.0,0.0,16.0,0.641785,0.144592,-0.752991,0.012024,-0.007634,0.0,0.0,9.356176,1.585083,-1.860229,-0.149536,-0.056226,-0.136377,0.163892,0.003589,-0.130396
1621494506.5963595,023,-57.0,26.0,34.0,-5.0,13.0,0.641785,0.144531,-0.753052,0.012085,0.0,0.0,0.0,9.329859,1.534839,-1.882959,-0.175854,-0.104077,-0.15791,0.19978,-0.031104,-0.159106
1621494506.6065254,023,-58.0,26.0,33.0,-2.0,13.0,0.641663,0.144653,-0.753113,0.012268,0.007634,-0.007634,-0.007634,9.331055,1.509717,-1.880566,-0.174658,-0.128003,-0.153125,0.19978,-0.055029,-0.162695
1621494506.6163347,023,-57.0,26.0,34.0,-5.0,13.0,0.641541,0.144775,-0.753174,0.012451,0.015267,0.0,-0.007634,9.338232,1.520483,-1.861426,-0.16748,-0.11604,-0.131592,0.175854,-0.050244,-0.15791
1621494506.6264422,023,-60.0,26.0,31.0,-6.0,12.0,0.641541,0.144958,-0.753174,0.012634,0.007634,0.0,-0.007634,9.350195,1.54082,-1.82793,-0.155518,-0.094507,-0.096899,0.136377,-0.038281,-0.14834
1621494506.6362727,023,-59.0,26.0,31.0,-6.0,14.0,0.641602,0.145081,-0.753113,0.012756,0.007634,0.0,-0.007634,9.35498,1.56355,-1.801611,-0.151929,-0.071777,-0.071777,0.105273,-0.022729,-0.145947
1621494506.646313,023,-56.0,26.0,31.0,-2.0,15.0,0.641663,0.145203,-0.753052,0.012817,0.0,0.0,-0.007634,9.360962,1.59585,-1.777686,-0.145947,-0.040674,-0.049048,0.075366,0.0,-0.13877
1621494506.6563911,023,-63.0,26.0,31.0,-1.0,13.0,0.641724,0.145264,-0.75293,0.012756,-0.007634,0.0,-0.007634,9.359766,1.613794,-1.760937,-0.145947,-0.023926,-0.034692,0.057422,0.013159,-0.13877
1621494506.6662967,023,-57.0,26.0,31.0,-1.0,15.0,0.641785,0.145264,-0.752869,0.012695,-0.007634,0.0,-0.007634,9.35498,1.603027,-1.759741,-0.150732,-0.035889,-0.035889,0.062207,0.002393,-0.144751
1621494506.6763425,023,-57.0,26.0,33.0,-4.0,16.0,0.641846,0.145203,-0.752869,0.012695,-0.007634,0.0,-0.007634,9.350195,1.592261,-1.757349,-0.156714,-0.046655,-0.034692,0.0646,-0.004785,-0.153125
1621494506.6863267,023,-57.0,26.0,38.0,-6.0,15.0,0.641846,0.145264,-0.752869,0.012695,0.0,0.0,-0.007634,9.365747,1.592261,-1.751367,-0.141162,-0.046655,-0.027515,0.056226,-0.00957,-0.13877
1621494506.6962595,023,-58.0,27.0,34.0,-3.0,15.0,0.641846,0.145325,-0.752808,0.012695,0.0,0.0,-0.007634,9.380102,1.586279,-1.752563,-0.12561,-0.053833,-0.029907,0.057422,-0.019141,-0.124414
1621494506.7063036,023,-57.0,26.0,34.0,-5.0,9.0,0.641846,0.145386,-0.752808,0.012756,0.0,0.0,-0.007634,9.363355,1.568335,-1.775293,-0.142358,-0.071777,-0.052637,0.086133,-0.028711,-0.139966
1621494506.7162962,023,-58.0,26.0,34.0,-4.0,12.0,0.641785,0.145447,-0.752869,0.012756,0.0,-0.007634,-0.007634,9.382495,1.574316,-1.766919,-0.123218,-0.066992,-0.04187,0.071777,-0.029907,-0.123218
1621494506.7263684,023,-58.0,27.0,34.0,0.0,13.0,0.641846,0.145569,-0.752808,0.012756,0.0,0.0,-0.007634,9.386084,1.593457,-1.760937,-0.119629,-0.049048,-0.038281,0.063403,-0.014355,-0.117236
1621494506.7363818,023,-60.0,25.0,31.0,-2.0,11.0,0.641846,0.14563,-0.752808,0.012695,-0.007634,-0.007634,-0.007634,9.366943,1.617383,-1.752563,-0.13877,-0.026318,-0.028711,0.05144,0.008374,-0.133984
1621494506.7462726,023,-56.0,26.0,32.0,-3.0,16.0,0.641785,0.14563,-0.752808,0.012573,-0.007634,-0.007634,-0.007634,9.372925,1.630542,-1.735815,-0.131592,-0.015552,-0.011963,0.0323,0.013159,-0.128003
1621494506.756288,023,-54.0,26.0,31.0,-4.0,26.0,0.641785,0.145508,-0.752869,0.012451,-0.015267,-0.007634,-0.007634,9.384888,1.636523,-1.740601,-0.120825,-0.00957,-0.015552,0.0323,0.017944,-0.11604
