flex_1,flex_2,flex_3,flex_4,flex_5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
2.1,1.91,2.98,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.81,3.2099999999999995,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.92,3.12,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.91,3.17,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.94,3.1,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.2199999999999998,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.86,3.2199999999999998,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.8399999999999999,3.02,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.92,3.15,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.92,3.19,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.94,3.07,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.96,3.07,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.9299999999999997,3.2300000000000004,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.96,3.16,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,2.96,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.94,3.0,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.95,3.06,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9,3.2300000000000004,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.8799999999999997,3.2400000000000007,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.87,3.02,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.95,3.17,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.92,3.16,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.91,3.05,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.9299999999999997,3.05,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.95,3.07,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.91,3.25,0.14,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.9,3.06,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.96,3.1,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.91,3.15,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.04,1.91,3.1400000000000006,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.92,3.2300000000000004,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.02,1.87,3.09,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.8900000000000001,3.15,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9900000000000002,3.19,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.95,3.03,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.92,3.15,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.96,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.9299999999999997,3.11,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,3.1,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.8900000000000001,3.17,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.86,3.08,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.9299999999999997,3.2300000000000004,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.94,3.07,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.8399999999999999,3.2,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.92,3.08,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9299999999999997,3.1400000000000006,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.01,1.92,2.98,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.91,3.18,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.8399999999999999,3.07,0.13,0.2,0.0,0.0,0.0,0.0,0.0,0.0,K
2.19,1.94,3.15,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.04,1.95,3.03,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.8000000000000003,3.17,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.8799999999999997,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.92,3.2300000000000004,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.83,3.2099999999999995,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.18,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.16,1.91,3.11,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.95,3.07,0.14,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.94,3.16,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.96,3.2,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.9299999999999997,2.97,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.95,3.1300000000000003,0.09,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.94,3.06,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.91,3.2099999999999995,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.94,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,3.1300000000000003,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.94,2.99,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.8399999999999999,3.2099999999999995,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.9,3.08,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,3.11,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.9,3.2300000000000004,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.0,1.94,3.2199999999999998,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.96,3.2099999999999995,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.9,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.94,3.02,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.83,3.19,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.2099999999999995,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.13,1.8900000000000001,3.17,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.95,3.2199999999999998,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.9,3.1300000000000003,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.9,2.93,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9299999999999997,3.07,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9299999999999997,3.04,0.14,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.15,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.82,3.19,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.91,3.2099999999999995,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.91,3.1300000000000003,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.91,3.2099999999999995,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.95,3.19,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.91,3.2099999999999995,0.13,0.21,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.94,3.02,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.8799999999999997,3.16,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.09,1.95,3.16,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.95,3.2,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.24,1.86,3.0,0.11,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.86,3.05,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.86,3.02,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.83,3.17,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.8900000000000001,3.1300000000000003,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.95,3.18,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.8399999999999999,3.15,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.91,3.2,0.14,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.94,3.0,0.11,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8799999999999997,3.09,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8900000000000001,3.16,0.12,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.9299999999999997,3.18,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.9299999999999997,3.05,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.1,1.9,3.12,0.14,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.08,1.9299999999999997,3.1300000000000003,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.03,1.9299999999999997,2.96,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.05,1.9299999999999997,3.06,0.13,0.22999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,K
2.11,1.87,2.97,0.13,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
2.06,1.8900000000000001,3.18,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,K
