flex_1,flex_2,flex_3,flex_4,flex_5,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,label
2.84,2.06,2.23,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.01,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.87,2.1,2.2,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,2.09,2.23,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,2.09,2.23,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,2.04,2.25,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.96,2.05,2.24,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.88,2.09,2.25,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.03,2.24,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.87,1.92,2.13,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.06,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.99,2.04,2.15,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.05,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,1.94,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.05,2.23,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.09,2.24,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.0,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,1.9900000000000002,2.22,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.08,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.09,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.03,2.25,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.08,2.26,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,1.9900000000000002,2.19,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.81,2.0,2.23,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.08,2.26,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.06,2.19,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,1.96,2.21,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,2.09,2.25,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.06,2.19,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.75,2.06,2.23,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.76,2.02,2.18,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.06,2.22,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,2.04,2.19,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.01,2.23,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,1.96,2.22,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.04,2.22,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.05,2.25,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.05,2.13,0.12,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.78,2.06,2.24,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,1.95,2.26,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.81,2.04,2.16,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,2.06,2.26,0.13,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.75,2.09,2.11,0.11,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.06,2.16,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,2.11,2.25,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,1.97,2.22,0.14,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.05,2.2,0.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.06,2.23,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.75,2.09,2.22,0.13,0.25,0.0,0.0,0.0,0.0,0.0,0.0,C
2.86,2.03,2.14,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,2.06,2.13,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.85,1.9900000000000002,2.23,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.95,2.04,2.25,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.98,2.01,2.12,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.79,2.0,2.2,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,1.9799999999999998,2.13,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.74,2.06,2.12,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.06,2.12,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,1.9799999999999998,2.18,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.06,2.21,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.76,2.04,2.24,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,1.9900000000000002,2.22,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.06,2.18,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.82,2.06,2.16,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.06,2.16,0.1,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.83,2.17,2.2,0.13,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.77,2.06,2.18,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.05,2.2,0.14,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.8,2.05,2.19,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
2.84,2.01,2.19,0.12,0.24,0.0,0.0,0.0,0.0,0.0,0.0,C
