timestamp,user_id,flex_1,flex_2,flex_3,flex_4,flex_5,Qw,Qx,Qy,Qz,GYRx,GYRy,GYRz,ACCx,ACCy,ACCz,ACCx_body,ACCy_body,ACCz_body,ACCx_world,ACCy_world,ACCz_world
1620121772.1728349,011,5.0,-7.0,-33.0,64.0,70.0,0.778442,0.615845,0.120178,0.015503,-0.007634,0.007634,-0.015267,-1.74419,10.173243,2.06001,-0.096899,0.739307,-0.021533,-0.005981,0.181836,0.722559
1620121772.1829329,011,3.0,-6.0,-33.0,64.0,67.0,0.778442,0.615723,0.120605,0.015503,-0.015267,0.015267,-0.022901,-1.781274,10.132568,2.088721,-0.128003,0.701025,0.004785,-0.035889,0.142358,0.69624
1620121772.1929243,011,5.0,-7.0,-34.0,64.0,68.0,0.778503,0.615601,0.121094,0.015381,-0.015267,0.015267,-0.030534,-1.829126,10.088305,2.135376,-0.166284,0.657959,0.050244,-0.068188,0.081348,0.671118
1620121772.2028363,011,8.0,-6.0,-44.0,64.0,71.0,0.778564,0.615417,0.121643,0.015137,-0.007634,0.007634,-0.030534,-1.890137,10.066772,2.188013,-0.215332,0.638818,0.101685,-0.10647,0.019141,0.672314
1620121772.2129438,011,7.0,-6.0,-33.0,64.0,67.0,0.778625,0.615234,0.122131,0.014771,-0.007634,0.0,-0.038168,-1.932007,10.076343,2.215527,-0.245239,0.650781,0.126807,-0.128003,-0.004785,0.695044
1620121772.2229202,011,7.0,-6.0,-33.0,69.0,69.0,0.778687,0.615051,0.122498,0.014282,-0.007634,-0.007634,-0.038168,-1.960718,10.107447,2.22749,-0.263184,0.685474,0.136377,-0.137573,-0.008374,0.733325
1620121772.2328804,011,7.0,-6.0,-33.0,67.0,68.0,0.778809,0.614929,0.122803,0.013733,-0.007634,-0.015267,-0.038168,-1.961914,10.17085,2.214331,-0.252417,0.750073,0.120825,-0.122021,0.022729,0.790747
1620121772.24281,011,5.0,-5.0,-33.0,67.0,65.0,0.77887,0.614807,0.122986,0.013306,-0.015267,-0.015267,-0.030534,-1.948755,10.243823,2.184424,-0.230884,0.825439,0.089722,-0.096899,0.075366,0.851758
1620121772.2528088,011,6.0,-6.0,-33.0,64.0,68.0,0.77887,0.614746,0.123047,0.012939,-0.007634,-0.015267,-0.022901,-1.92124,10.290479,2.156909,-0.198584,0.874487,0.061011,-0.0646,0.120825,0.887646
1620121772.262744,011,5.0,-5.0,-33.0,66.0,69.0,0.77887,0.614807,0.123047,0.012817,-0.007634,-0.007634,-0.007634,-1.892529,10.323975,2.14375,-0.16748,0.906787,0.049048,-0.0323,0.144751,0.910376
